Label,Text,stemmed_text
0,я с тобой полностью согласен ну хватит уже этой войны мы же братья мы же славяне и нам нужно бороться против настоящего невидимого нам врага а не того фиктивного которого создали слухи ,ты полност согласн хват войн брат славянин мы нужн борот прот настоя невидим мы враг фиктивн котор создава слух
0, крашенинниковой после половины программы можно было уйти соловьев делал всю работу сам отвратительный человек отыграл на батя не забудет ,крашенинников половин программ уход солов дела работ отвратительн человек отыгрыва бат забыва
1,убей нато и европидоров смерть майданутым ублюдкам ,убива нат европидор смерт майданут ублюдок
0,и ,
1,так мы и решаем их сами только пиздеть не правду нехуй по ящику ,реша сам пиздет правд нех ящик
0,просто шикарно мне оч понравилось ,прост шикарн оч понрав
0,добьются того что украина разделится на несколько частей во многих областях украины неприемлем союз с ес ,добива украин разделя нескольк част мног област украин неприемлем союз ес
0,просто профессиональный западный лоббист ,прост профессиональн западн лоббист
0,великолепно ,великолепн
0,точно это агент госдепа с кетчупом хайнс ,точн эт агент госдеп кетчуп хайнс
0,спасибі це справжні люди вони стоять там за нас за тих у кого хата завжди з краю і які тільки хничуть як нам важко які всі бандюки і нічого не роблять щоб змінити щось в житті ,спасибі це справжні человек вон стоя тих кто хат завжд з кра і які тільки хничут як мы важк які всі бандюк і нічог робля щоб змінит що житті
1,новини акція «вставай україно » в полтаві виявила нову хворобу влади червень місяць будуть події настільки неуправляємі шоможливо вони в десятки разів будуть жахливіші ніж слвна помаранчева революція проти засранців які фальсифікували вибори буде вперше на україні пролита кров рукигетькорупція квітня рукигетькорупція грудня відповісти це мий коментар архив сайту інтернетвидання полтавщина ,новин акц «встава україн » полтаві вияв нов хвороб влад червен місят^ будут події настільк неуправляємі шоможлив вон десяток разів будут жахливіші ніж слвны помаранчев революц прот засранців які фальсифікува виборот буд вперш україні пролива кров рукигетькорупц квітня рукигетькорупц грудн відповіст це ми коментар арх сайт інтернетвидан полтавщин
0,скокаж бездельников м тунеядцев на украине не работаю не учатся ничего не открывают не рисуют не пишут не строят только жгут и разрушают итог какой товарищи может вы и хотели как лучше да получилось как всегда ,скокаж бездельник м тунеядец украин работа уч открыва рисова писа стро жеч разруша итог товарищ хотет получа
0,добре ,добр
1,патриоты блять ебать пипл хуйню хавает ,патриот блят еба пипл хуйн хава
1,чмошникам стойло ,чмошник стойл
1,сам ты не из моего рода не мне не пристало заниматься тем о чем ты меня обвиняешь иначе я была бы в земле ты сучий сын не знавший кто твой отец мои мать и отец со мною рядом и давно как и подобает в браке по сравнению с тобой не законнорожденным отребьем ш это профессия ваших наташ работающих в турции в египте и по всему миру и порождающих внебрачных лжецов сволочей мямлящим что то себе под нос ,мо род пристава занима обвиня инач земл суч сын знат тво отец мо мат отец я ряд давн подоба брак сравнен ты законнорожден отреб ш эт професс ваш наташ работа турц египет ве мир порожда внебрачн лжец сволоч мямл нос
0,стоит быдло на майдане а нормальные люди работают просто слов нет за грн стоять портить людям новогодние праздники почему виктор федоровичь не даст приказ пересажать всю эту падаль есть же статья за организацию провокацию ,стоя быдл майда нормальн человек работа прост слов грн стоя порт человек новогодн праздник поч виктор федорович дава приказ пересажа падал стат организац провокац
1,берут на понт руководство вуза этого никогда не сделает иначе им снизят квоту на следующий год и они останутся без работы напугали ежа голой жопой не ведитесь короче ,брат понт руководств вуз сдела инач снижа квот след год остава работ напуга еж гол жоп вест короч
0,это должен увидеть каждый русский ,эт должн увидет кажд русск
0,да какие вопросы живите себе на роси наросиянин мы доведем крым до такой катастрофы что вы там жить не смодете а в этом на поможет сша и нато так что вернем его как в нам вы не нужны вы нам не интересны замерзните там или здохните нам пливать мы возврощем наши теретории и то что вы ушли слава богу теперь дормоедов которые жили за счет нас избавелись и у вас уже там катастрофа это только начало то что света у вас нет так это ,как вопрос жит ро наросиянин довод крым катастроф жит смодет помога сша нат вернут мы нужн мы интересн замерза здохнут мы плива возврощ наш теретор уход слав бог дормоед котор жит счет избавод катастроф эт нача свет эт
1,оце бичарська морда у цього недоумка ,оц бичарськ морд цьог недоумок
1,чуєш ти виродок ти якщо не знаєш хто стріляє то не п ди ,чуєш ти виродок ти якщ знаєш хто стріляє п ди
0, валентин мурашко от мурашек дмхлофос хорошо помогает ,валентин мурашк мурашк дмхлофос помога
0,я коренной житеель крыма мы выбрали свой путь а татары знал б ты их лично так не говорил слава руси видел и голосовал был варианта это ар крым в составе украины второй переходим в состав рф и крым отдельный субект ,корен житеел крым выбира сво пут татарин знат б личн говор слав ру видет голосова вариант эт ар крым соста украин втор переход соста рф крым отдельн субект
1,ну что какамада доп сдилась тварь запомните тварь эту чем все закончилось чего то заткнулась она сегодня спросить нужно с нее сейчас за базар пусть ответит ,какамад доп сдил твар запомина твар заканчива затыка сегодн спрашива нужн базар пуст отвеча
0, мне заплатили или все так и есть ,заплат
0,я родом з чехії україни та переїхав років тому і я брав участь в демонстрації це було жахливо і я деякий час працював в поліції але потім я пішов і я перейшов на іншу сторону це було схоже на виживання страшно дякую за відео і якби я міг попросити в кліпі ,род з чехії україн тот переїха років то і брат участ демонстрації це бул жахлив і деяк час працюва поліції ал потім пішов і пер іншу сторон це бул схож виживан страшн дяк віде і якб міг попросит кліпі
1,автор поста ебать ты имбицыл какой народ сборище боевиков бомжей и алкашей безработных да хрен на них положила уже практически вся страна и если этот бомжовник завтра перехуячут то большинство народа будет рады и только вздохнет от облегчения слава вв и беркуту ,автор пост еба имбиц народ сборищ боевик бомж алкаш безработн хрен полага практическ ве стран бомжовник завтр перехуячут большинств народ рад вздыха облегчен слав вв беркут
0,как же это достало я родилась и живу в харькове всю жизнь единственное что нам угрожает это наш мэр садист вор и убийца а еще некоторые поклонники кремлевского зомбоящика слава украине ,эт достава рожда жит харьк жизн единствен мы угрожа эт наш мэр садист вор убийц некотор поклонник кремлевск зомбоящик слав украин
1,ты историк сраный живи сегодня и не копайся там не где ты не был и ни хрена не знаешь до уровня кончаловского тебе нужно еще раз родиться и не факт что ты этого уровня достигнешь ,историк сран жит сегодн копа хрен знат уровен кончаловск ты нужн род факт уровен достига
1,ну вот денис нестеренко так же банален в своей майнанутости признавайся пил чай на майдауне ,денис нестеренк банальн сво майнанут признава пит ча майдаун
0,росія різна ,рос різна
0,приедут и оплоту в рот надают ,приезжа оплот рот надава
1, мики маклай о еще одно выползло ватоцефал нахера тебе наши пенсии ты о своих думай пуйло армянам оружие за ваши пенсии предоставит что бы с азербайджаном было чем воевать а ты камлай дальше уже много раз говорил москалоте еще раз повторю посмотрим объяснять вам неандертальцам бесполезно спорить с вами бесполезно хромосомина лишняя мозги затянула так что по назначению их использовать вам некогда вам с колен вставать нужно вот и посмотрим кто до чего доскачется и кто до чего давстается жизнь покажет ,мик макла один выполза ватоцефа нахер ты наш пенс сво дума пуйл армянин оруж ваш пенс предоставля азербайджа воева камла далек говор москалот повторя посмотрет объясня неандерталец бесполезн спор вы бесполезн хромосомин лишн мозг затягива назначен использова некогд кол встава нужн посмотрет доскака давста жизн показыва
1,почитав комментарии тут точно попал в адрес вопрос к этим хахланутым ну чего вступили в ес как избавились от олигархов во власти получили кредиты на жизнь а не на армию чего достигли в жизни то ну посрались с россией и дальше что чего делать будете сосать у всех еще в африке угля закажите ой ой подождите так там вас послали уже дальше что что ваша параша и яйценюк сделают дальше опять к нам приползут а хде ваш хличко срите и дальше себе на головы мы тут посмеемся ,почита комментар точн попада адрес вопрос этот хахланут вступа ес избавля олигарх власт получа кред жизн арм достига жизн посра росс далек дела быт соса африк угол заказыва о о подожда посыла далек ваш параш яйценюк сдела далек мы приполза хде ваш хличк срат далек голов посмея
1, александр криль александр никто бандерлогов наказывать за службу не будет просто потом когда они больше не нужны будут перекроют им финансирование из за океана и все ,александр крил александр никт бандерлог наказыва служб прост нужн быт перекрыва финансирован океа
0,ярмак ти отримав ще одного шанувальника повага а ви браття з луганска з донецька не вірте вашим чиновникам вірте своєму серцю і знайте що вас тут тобто у нас на нашій і вашій зах україні не ненавидять а навпаки люблять і поважають ви ж наші браття ми разом одне ціле ми разом україна якій лише роки ,ярмак ти отрима ще один шанувальник поваг ви братт з луганск з донецьк вірте ваш чиновник вірте своєм серц і знат що тобт наш і ваш зах україні ненавидя навпак любля і поважают ви наші братт ми раз один ціле ми раз україн як лих рок
0,им бесполезно это объяснять они не хотят верить фактам и аргументам они хотят жить в иллюзиях и мечтах в то время как из за сложившейся ситуации в стране ее экономика и другие сферы очень сильно страдают майдан в данном случае наносит лишь вред ,бесполезн эт объясня хотет вер факт аргумент хотет жит иллюз мечт врем складыва ситуац стран экономик друг сфер очен сильн страда майда дан случа нанос лиш вред
0,гордість ,гордіст
0,спасибо ребята мы с вами ,спасиб ребят вы
0,болаболы ,болабол
0, вася пупкин уасилий там не только жители киева ,ва пупкин уасил жител ки
1,типичный фсбшный выродок жует жует но суть одна вернуть под русскую диктатуру исконно русские земли стран снг и пр украину и казахстан в первую очередь ,типичн фсбшны выродок жева жева сут один вернут русск диктатур искон русск земл стран снг пр украин казахста перв очеред
0,сила дякую ,сил дяк
0,никрофил небось женушка бабуська не додала тебе матушка любви ,никроф неб женушк бабуськ додава ты матушк любов
1,бля а я ведь почти поверил ,бля поверя
1,каждому евромайдановцу так ребят жалко из беркута ребята держитесь не жалейте патроны мочите быдло ,кажд евромайдановец ребят жалк беркут ребят держа жалет патрон моч быдл
0,их убивать надо было ,убива
0,а миллионов россиян помогут новороссии чем могут ,миллион россиянин помога новоросс моч
1,мусора твари поганные ,мусор твар пога
0,лично я в этой сетуации был за федералов но песня красивая лайк и подписка есть ,личн сетуац федера песн красив лайк подписк
1,еще как заживут а вы в своей рашке захлебнетесь желчью от зависти сиди тихо там ,зажива сво рашек захлебыва желч завист сидет тих
0,янукович пиночет с этой властью в европу хотят как в египте будет ,янукович пиночет власт европ хотет египет
0,на украину ые пришли ,украин ы приход
1,судя по тому сколько набежало кацапоидных свинособак фильм годный свиньи срут в нете от безысходности и бедности где им еще заработать ,суд то скольк набега кацапоидн свинособак фильм годн свин срат нет безысходн бедност зарабатыва
0,на російському телебаченні покажуть ці кадри і скажуть що це знято в одному з павільйонів голівуду ,росийськ телебаченні покажут ці кадр і скажут що це знят один з павільйонів голівуд
1,детей жалко какое воспитание они получат от майданутых родителей спаси бог украину ,ребенок жалк как воспитан получа майданут родител спаса бог украин
0,до сліз дякую хлопці ,сліз дяк хлопці
0,ты читать не умеешь я тебе про данные ввп рф а не про экспорт и про данные вб а не про какой то там институт или газетную публикацию а по поводу зависимости добыча нефти и газа с глубины в неск км это тебе не обремененному образованием от скажу что из самых технологичных отраслей и если добыча нефти так плохо что ж сша ее активно наращивают придатком хотят стать не и про перестанет существовать как то россия до поставок нефти и газа существовала вроде не плохо у вас там с образованием и критическим мышлением ну ясно это не так весело как по площадям скакать ответь как на вопрос почему у нас зп в сфере не связанной с нефтью все равно выше ,чита умет ты дан ввп рф экспорт дан вб институт газетн публикац повод зависим добыч нефт газ глубин неск км эт ты обременя образован сказа сам технологичн отрасл добыч нефт плох сша активн наращива придаток хотет станов перестава существова росс поставк нефт газ существова врод плох образован критическ мышлен ясн этот весел площад скака отвеча вопрос поч зп сфер связа нефт равн высок
1,очень хочется чтоб эти якобы офицеры мать ихнюю снайпера внимательно смотрели и сука твари ждали час расплаты а он будет ,очен хотет якоб офицер мат ихн снайпер внимательн смотрет сук твар ждат час расплат
0,дякую ,дяк
0,долго ждал такой материал потому что задолбало слушать друзей из россии которые об майдане знают лишь с рассказов киселева что мы здесь за гривень да народ уже вскипел от беззакония и беспредела власти костя спасибо тебе огромное этот репортаж я лично всем покажу знакомым из россии пусть откроют свои глаза и уши ,долг ждат материа задолба слуша друг росс котор майда знат лиш рассказ кисел гривен народ вскипа беззакон беспредел власт кост спасиб ты огромн репортаж личн все показыва знаком росс пуст открыва сво глаз ух
0,ага бедные несчастные военные силы и амуницию имеют и оружие дай бог не самое плохое это тактический ход чтобы растянуть линию огня а потом ударить с наибольшим количеством жертв вниз наступать проще и быстрее ,аг бедн несчастн воен сил амуниц имет оруж дава бог сам плох эт тактическ ход растягива лин огон ударя больш количеств жертв вниз наступа прост быстр
0,лайфньюс назвал их правым сектором ,лайфньюс называ прав сектор
0,согласен что это за союз если доступ к ресурсам не у всех а сдругой стороны это как гарантия рычаг управления если опять отсоединиться захотят ну и денег нужно сначала в союз накачать чтобы его поднять ,согласн эт союз доступ ресурс сдруг сторон эт гарант рычаг управлен отсоединя захотет деньг нужн снача союз накачива подыма
1,в штаны мочить себе будешь вместе с павликом ,штан моч быт вмест павлик
1,ну ты еще один идиот блд да кто вас рожает как вы так быстро размножаетесь ,идиот блд рожа быстр размножа
0,ртр много смотриш ,ртр смотриш
0,гарні слова и я пойду под пули с братьями в одном ряду дай бог щоб до війни не дійшло але я готовий до неї також ,гарні слов пойт пул брат один ряд дава бог щоб вийнут дийшл ал готов неї так
0,толпари и не нуждаются в них кушают с чем дают ,толпар нужда куша дава
1,почему федоров такой идиот а может потому что ему платит цру чтобы он создавал повод для войны и окончательного порабощения россии америкой ой а ведь так и есть гандон а не депутат ,поч федор идиот плат цру создава повод войн окончательн порабощен росс америк о гандон депутат
1,антимайдан продажные шкуры ,антимайда продажн шкур
0,хто тобі сказав що він продажна людина та ні яка людина не поготилась роздягнутися перед камерой чуєте ні яка притом що на дворі мінусова температур я так зрозумів ти тільки можеш сидіти дома та дивитися телевізор і критикувати майдан та спробуй вийти туди а потім вже кажи ,хто тобі сказа що він продажн людин тот ні як людин погот роздягнут камер чуєт ні як прит що дворі мінусов температур зрозумів ти тільки можеш сидіт дом тот дивитис телевізор і критикува майда тот спробова вийт туд потім вже каза
0,а кто пообещал должность можно спросить не путин ли еще один богатенький буратино или еще какой ,пообеща должност спрашива путин богатеньк буратин
1, захар захаров и чего эти пидорасы добились ,захар захар пидорас добива
0,хочеться щоб такі тварюки до віку мучились щоб їм було боляче вічно так знущатись над людьми над беззбройними і безпомічними а ті тварюки які зараз обсирають україну скажіть що вам треба вам так добре в росії то ражійте життю і не лізьте безхребетні індюки люди стоять за свою свободу свою країну вони патріоти будь який патріот заслуговує на повагу зневажатимуть патріотів тільки барани що роблять те що їхнє зомбоване стадо ,хочет щоб такі тварюк віку муч щоб їм бул боляч вічно знущат человек беззбройн і безпомічн ті тварюк які зараз обсирают україн скажіт що треб добр росії ражийт житт і лізьте безхребетні індюк человек стоя свобод країн вон патриот быт як патриот заслуговує поваг зневажатимут патріотів тільки баран що робля тот що їхнє зомбова стад
0, юрий игнатенко твой уровень развития не позволяет тебе понять даже простые вещи как например тот факт что путин ведет политику расширения своего влияния и ему первому наруку гражданская война в украине потому что в случае раскола страны он очень хорошо может расчитывать на присоединение восточных регионов но тебе мозги промыли основательно ты пешка ,юр игнатенк тво уровен развит позволя ты понима прост вещ например факт путин вест политик расширен сво влиян перв нарук гражданск войн украин случа раскол стран очен расчитыва присоединен восточн регион ты мозг промыва основательн пешк
0,вы плохо знаете видимо историю если не знаете кто нас гнобил гнобит и будет пытаться продолжать это делать вы видимо не знаете что россия является колонией той страны в которую вы уехали вы видимо не знаете что америкосы нагнули не только россию после развала ссср и вы наверно точно не знаете что россию из века в век разваливают англосаксы и после падение империи только сталин и сегодня путин являются реальными национальными лидерами который пытается вести независимую политику вообще я просто в шоке от кончаловского я реально думал он брат михалкову он говорит словами колонны и во всем виноват кремль и путин что за чушь просто кошмар и это наша элита когда такое несут навальные каспаровы немцовы с ними все ясно но кончаловский туда же если он верит в то что он говорит то он ребенок если не верит то он предатель ,плох знат видим истор знат гноб гноб пыта продолжа эт дела видим знат росс явля колон тот стран котор уезжа видим знат америкос нагиба росс разва ссср наверн точн знат росс век век развалива англосакс паден импер сталин сегодн путин явля реальн национальн лидер котор пыта вест независим политик вообщ прост шок кончаловск реальн дума брат михалк говор слов колон все виноват кремл путин чуш прост кошмар эт наш элит так нест навальн каспар немц он ясн кончаловск туд вер говор ребенок вер предател
1,быдло с оружием народ ок ,быдл оруж народ ок
0,я украинец и горжусь этим я с днепра ,украинец горд эт днепр
1,а что в россии нет фашистов побольше просто им высунуться не дают русские тоже не навидят не русских одно то что во время матча анжи с иностранной командой стадион болел за тех играли в россии только по тому что анжи кавказская команда этого примера нам хватило чтоб понять что русаки фашисты не надо грешить на укра себя почистите сначало ,росс фашист мног прост высовыва дава русск навидет русск один врем матч анж иностра команд стадион болет тот игра росс тот анж кавказск команд пример мы хват понима русак фашист греш укр почист снача
1,донецк красавцы браво так их петухов позорных ,донецк красавец брав петух позорн
0, андрей евгеньевич украинцы и россияне разные народы но я за мир ,андр евгеньевич украинец россиянин разн народ мир
0,не совсем рухнула ,рухнут
0,слава україні поборемо хлопці ,слав україні поборем хлопці
0,хакнамада настоящий антинародный избранник ,хакнамад настоя антинародн избранник
0,владимир спасибо ,владимир спасиб
0,можливо хтось знає про що він хотів розповісти щось про фасад на центральній вулиці ,можлив хто знає що він хотів розповіст що фасад центральн вулиці
1,что а что тогда радоваться ну ок хуле ,радова ок хул
1,хакамада х ло лалала ,хакамад х ло лала
0,австрия венгрия да те же румыны мести улицы и мыть торговые центры к нам не поедут а вот тс ярко это продемонстрирует ,австр венгр тот румын мест улиц мыт торгов центр мы поеха тс ярк эт продемонстрирова
0, сергей иванов в каждой стране есть свои герои которых страна уважает и ценит ,серг иван кажд стран сво гер котор стран уважа цен
0,какая блин война ,блин войн
1,да чего им объяснять если они верят что россия сама крым забрала а не то что жители крыма сами проголосовали за то чтобы отделиться от украины и быть с россией если они считают что на донбассе террористы а не те люди которые не хотят гнить под киевской поросенской властью они считают нормальным бомбить города и убивать мирных людей и спихивать всю вину на ополчение и на русских ну конечно во всем всегда виноваты русские путин отправил гуманитарную помощь продовольствие и питание жителям донбасса нет бл ть там танки с солдатам в белых камазах везут это же так цинично со стороны москалей просто пздц убил бы нах й яйценюха американского х есоса блин столько лет бок о бок жили и все было хорошо пришла педаристическая америка с ее европой и пытается наши народы поссорить чтобы уничтожить и россию и украину и во всем виновата гребанная сша когда не будет ее тогда будет мир и спокойствие на нашей планете ,объясня вер росс сам крым забира жител крым сам проголосова отделя украин росс счита донбасс террорист тот человек котор хотет гнит киевск поросенск власт счита нормальн бомб город убива мирн человек спихива вин ополчен русск все виноват русск путин отправля гуманитарн помощ продовольств питан жител донбасс бл т танк солдат бел камаз везт эт циничн сторон москал прост пздц убива нах й яйценюх американск х есос блин стольк год бок бок жит приход педаристическ америк европ пыта наш народ поссор уничтожа росс украин все виноват греба сша мир спокойств наш планет
1,луди жителі донецька у нас одна ціль очистити владу від бандитів ви повинні бути перші тільки тому що в ваших регіонах на виборах більшість голосів ви віддали цим бандитам спочатку зробили пахана президентом а потім привели до влади його братву виправіть цю помилку ,луд жителі донецьк один ціл очистит влад від бандитів ви повинні бут перші тільки то що ваш регион вибор більшіст голосів ви віддал цим банд спочаток зробля паха президент потім привод влад й братв виправіт цю помилк
0, пройшов рік результат україни як самостійної цілої держави більше не існує понад тисяч вбитими втрати армії колишньої україни офіційно визнано владою колишньої україна точно кількість поранених і полонених не відомо країна в боргах які виплатити вже не реально у планах підвищення оборонного бюджету за рахунок зниження соціальних виплат пенсії зарплати бюджетникам з метою виконання договору про асоціацію з єс підвищення комунальних платежів для громадян на для організацій на прошел год результат украины как самостоятельного целого государства больше не существует более тысяч убитыми потери армии бывшей украины официально признано властями бывшей украины тысячи точно количество раненых и пленных не известно страна в долгах которые выплатить уже не реально в планах повышение оборонного бюджета за счет снижения социальных выплат пенсии зарплаты бюджетникам в целях выполнения договора об ассоциации с ес повышение коммунальных платежей для граждан на для организаций на ,пройш рік результат україн як самостійної цілої держав більше існує понад тисяч вбитим втрат армії колишньої україн офіційн визнава влад колишньої україн точн кількіст поранен і полонен відом країн борг які виплатит вже реальн план підвищен оборон бюджет рахунок знижен социальн виплат пенсії зарплат бюджетник з мет виконан договор асоциац з єс підвищен комунальн платежів громадянин організаці проход год результат украин самостоятельн цел государств существова тысяч убит потер арм бывш украин официальн признава власт бывш украин тысяч точн количеств ранен плен известн стран долг котор выплачива реальн план повышен оборон бюджет счет снижен социальн выплат пенс зарплат бюджетник цел выполнен договор ассоциац ес повышен коммунальн платеж гражданин организац
1, евгений мельничук олимиада хуйня ,евген мельничук олимиад хуйн
0,по русски пожалуйста ,русск пожалуйст
0,обидно ,обидн
1,смотрите смотрите это те кто кричит слава беркуту смотрите и пересматривайте это видео те кто голосовал и до сих пор поддерживает покращення пусть такая же судьба настигнет и вас скоты не благодарные рабы защищающие своих господ только они погибли за идею а вы погибните как собаки трусливые слава украине ,смотрет смотрет эт тот крича слав беркут смотрет пересматрива эт виде тот голосова се пор поддержива покращен пуст так судьб настига скот благодарн раб защища сво господин погиба иде погиба собак труслив слав украин
